3,1,747,172,32,52,1,1,1
4,1,743,176,36,52,1,1,1
5,1,729,176,36,52,1,1,1
6,1,729,176,36,52,1,1,1
7,1,722,177,36,52,1,1,1
8,1,715,178,36,52,1,1,1
9,1,715,178,36,52,1,1,1
10,1,708,180,36,52,1,1,1
11,1,702,181,36,52,1,1,1
12,1,702,181,36,52,1,1,1
13,1,698,186,36,52,1,1,1
14,1,695,190,36,52,1,1,1
15,1,695,190,36,52,1,1,1
16,1,692,195,36,52,1,1,1
17,1,689,199,36,52,1,1,1
18,1,689,199,36,52,1,1,1
19,1,689,203,36,52,1,1,1
20,1,688,207,36,52,1,1,1
21,1,688,207,36,52,1,1,1
22,1,687,210,36,52,1,1,1
23,1,686,214,37,52,1,1,1
24,1,686,214,37,52,1,1,1
25,1,681,214,42,52,1,1,1
26,1,677,214,46,52,1,1,1
27,1,677,214,46,52,1,1,1
28,1,677,214,46,53,1,1,1
29,1,676,214,46,55,1,1,1
30,1,676,215,46,56,1,1,1
31,1,675,215,46,57,1,1,1
32,1,675,216,46,59,1,1,1
33,1,675,216,46,59,1,1,1
34,1,672,219,46,59,1,1,1
35,1,670,223,46,59,1,1,1
36,1,670,223,46,59,1,1,1
37,1,666,223,46,59,1,1,1
38,1,662,223,46,59,1,1,1
39,1,662,223,46,59,1,1,1
40,1,662,223,47,61,1,1,1
41,1,662,223,48,64,1,1,1
42,1,662,223,50,66,1,1,1
43,1,662,223,51,69,1,1,1
44,1,662,223,52,71,1,1,1
45,1,662,223,52,71,1,1,1
46,1,666,232,52,71,1,1,1
47,1,670,241,52,71,1,1,1
48,1,670,241,52,71,1,1,1
49,1,676,247,52,71,1,1,1
50,1,682,253,52,71,1,1,1
51,1,682,253,52,71,1,1,1
52,1,691,256,52,71,1,1,1
53,1,700,259,52,71,1,1,1
54,1,700,259,52,71,1,1,1
55,1,708,259,52,71,1,1,1
56,1,716,259,52,71,1,1,1
57,1,716,259,52,71,1,1,1
58,1,723,259,52,71,1,1,1
59,1,729,259,52,71,1,1,1
60,1,729,259,52,71,1,1,1
61,1,734,262,56,78,1,1,1
62,1,740,266,61,84,1,1,1
63,1,740,266,61,84,1,1,1
64,1,746,277,61,84,1,1,1
65,1,753,288,61,84,1,1,1
66,1,753,288,61,84,1,1,1
67,1,761,296,61,84,1,1,1
68,1,769,304,61,84,1,1,1
69,1,769,304,61,84,1,1,1
70,1,775,306,63,88,1,1,1
71,1,781,307,66,91,1,1,1
72,1,781,307,66,91,1,1,1
73,1,792,309,66,91,1,1,1
74,1,803,311,66,91,1,1,1
75,1,803,311,66,91,1,1,1
76,1,810,315,71,98,1,1,1
77,1,817,318,75,106,1,1,1
78,1,817,318,75,106,1,1,1
79,1,825,325,83,107,1,1,1
80,1,832,333,91,109,1,1,1
81,1,832,333,91,109,1,1,1
82,1,848,347,91,117,1,1,1
83,1,864,361,91,124,1,1,1
84,1,864,361,91,124,1,1,1
85,1,886,373,91,124,1,1,1
86,1,907,385,91,124,1,1,1
87,1,907,385,91,124,1,1,1
88,1,928,387,98,132,1,1,1
89,1,949,390,104,140,1,1,1
90,1,949,390,104,140,1,1,1
91,1,970,396,109,140,1,1,1
92,1,992,403,115,140,1,1,1
93,1,992,403,115,140,1,1,1
94,1,1018,417,115,140,1,1,1
95,1,1044,432,115,140,1,1,1
96,1,1044,432,115,140,1,1,1
97,1,1068,445,119,161,1,1,1
98,1,1091,459,124,183,1,1,1
99,1,1091,459,124,183,1,1,1
100,1,1122,483,124,183,1,1,1
101,1,1154,507,124,183,1,1,1
102,1,1154,507,124,183,1,1,1
103,1,1186,528,124,183,1,1,1
104,1,1219,549,124,183,1,1,1
105,1,1219,549,124,183,1,1,1
106,1,1258,567,124,183,1,1,1
107,1,1298,585,124,183,1,1,1
108,1,1298,585,124,183,1,1,1
109,1,1338,597,124,183,1,1,1
110,1,1379,610,124,183,1,1,1
111,1,1379,610,124,183,1,1,1
112,1,1419,627,124,183,1,1,1
113,1,1458,644,124,183,1,1,1
114,1,1458,644,124,183,1,1,1
115,1,1499,662,124,183,1,1,1
116,1,1539,680,124,183,1,1,1
117,1,1539,680,124,183,1,1,1
118,1,1580,697,124,183,1,1,1
119,1,1620,714,124,183,1,1,1
120,1,1620,714,124,183,1,1,1
121,1,1642,716,124,183,1,1,1
122,1,1663,718,124,183,1,1,1
123,1,1663,718,124,183,1,1,1
124,1,1716,723,124,183,1,1,1
125,1,1794,727,124,183,1,1,1
126,1,1794,727,124,183,1,1,1
127,1,1794,727,124,183,1,1,1
128,1,1794,727,124,183,1,1,1
129,1,1846,790,72,140,1,1,1
370,2,780,131,25,46,1,1,1
371,2,767,131,37,46,1,1,1
372,2,767,131,37,46,1,1,1
373,2,759,132,43,46,1,1,1
374,2,751,133,48,46,1,1,1
375,2,751,133,48,46,1,1,1
376,2,747,136,48,46,1,1,1
377,2,743,140,48,46,1,1,1
