733,1,792,0,25,14,1,1,1
734,1,794,0,25,16,1,1,1
735,1,796,0,25,17,1,1,1
736,1,798,0,25,19,1,1,1
737,1,800,0,25,21,1,1,1
738,1,802,0,25,23,1,1,1
739,1,802,0,25,23,1,1,1
740,1,806,0,25,21,1,1,1
741,1,806,0,25,21,1,1,1
742,1,806,0,25,23,1,1,1
743,1,806,0,25,25,1,1,1
744,1,806,0,25,25,1,1,1
745,1,804,0,25,26,1,1,1
746,1,804,0,25,26,1,1,1
747,1,794,1,25,21,1,1,1
748,1,794,1,25,21,1,1,1
749,1,791,0,25,21,1,1,1
750,1,787,0,25,20,1,1,1
751,1,784,0,25,19,1,1,1
752,1,781,0,25,19,1,1,1
753,1,778,0,25,18,1,1,1
754,1,778,0,25,18,1,1,1
755,1,774,0,25,17,1,1,1
756,1,770,0,25,16,1,1,1
757,1,765,0,25,15,1,1,1
758,1,765,0,25,15,1,1,1
759,1,763,0,25,15,1,1,1
760,1,760,0,25,14,1,1,1
761,1,757,0,25,14,1,1,1
762,1,754,0,25,14,1,1,1
763,1,754,0,25,14,1,1,1
764,1,752,1,25,14,1,1,1
765,1,751,1,25,13,1,1,1
766,1,751,1,25,13,1,1,1
767,1,755,0,25,13,1,1,1
768,1,755,0,25,13,1,1,1
769,1,757,0,25,13,1,1,1
770,1,759,0,25,13,1,1,1
771,1,761,0,25,13,1,1,1
772,1,763,0,25,13,1,1,1
773,1,765,0,25,13,1,1,1
774,1,765,0,25,13,1,1,1
775,1,769,0,25,13,1,1,1
776,1,773,0,25,13,1,1,1
777,1,776,0,25,13,1,1,1
778,1,780,0,25,13,1,1,1
779,1,783,0,25,13,1,1,1
780,1,787,0,25,13,1,1,1
781,1,790,1,25,13,1,1,1
782,1,794,1,25,13,1,1,1
783,1,797,1,25,13,1,1,1
784,1,801,1,25,13,1,1,1
785,1,804,1,25,13,1,1,1
786,1,808,1,25,13,1,1,1
787,1,811,1,25,13,1,1,1
788,1,815,1,25,13,1,1,1
789,1,815,1,25,13,1,1,1
790,1,816,1,24,13,1,1,1
791,1,816,0,23,13,1,1,1
792,1,817,0,22,13,1,1,1
793,1,818,0,21,13,1,1,1
794,1,819,0,21,14,1,1,1
795,1,820,0,20,14,1,1,1
796,1,820,0,20,14,1,1,1
797,1,820,0,20,14,1,1,1
798,1,819,0,21,14,1,1,1
799,1,819,0,21,14,1,1,1
800,1,819,0,21,15,1,1,1
801,1,819,0,22,15,1,1,1
802,1,818,0,22,15,1,1,1
803,1,818,0,22,15,1,1,1
804,1,817,0,22,17,1,1,1
805,1,816,0,23,18,1,1,1
806,1,815,0,23,20,1,1,1
807,1,815,0,23,20,1,1,1
808,1,814,0,23,19,1,1,1
809,1,812,0,23,19,1,1,1
810,1,812,0,23,19,1,1,1
811,1,813,0,23,19,1,1,1
812,1,813,0,23,20,1,1,1
813,1,813,0,23,20,1,1,1
814,1,816,0,23,21,1,1,1
815,1,818,0,23,22,1,1,1
816,1,821,0,23,22,1,1,1
817,1,821,0,23,22,1,1,1
818,1,824,0,23,23,1,1,1
819,1,827,0,23,24,1,1,1
820,1,830,0,22,24,1,1,1
821,1,830,0,22,24,1,1,1
822,1,840,3,22,25,1,1,1
823,1,849,5,22,26,1,1,1
824,1,849,5,22,26,1,1,1
825,1,856,7,21,26,1,1,1
826,1,863,9,21,27,1,1,1
827,1,863,9,21,27,1,1,1
828,1,868,9,20,28,1,1,1
829,1,873,10,20,28,1,1,1
830,1,877,10,20,29,1,1,1
831,1,882,11,19,30,1,1,1
832,1,887,11,19,30,1,1,1
833,1,891,11,19,31,1,1,1
834,1,891,11,19,31,1,1,1
835,1,893,12,19,31,1,1,1
836,1,895,13,19,31,1,1,1
837,1,896,14,19,31,1,1,1
838,1,898,15,19,31,1,1,1
839,1,899,16,19,31,1,1,1
840,1,901,17,19,31,1,1,1
841,1,902,18,19,31,1,1,1
842,1,902,18,19,31,1,1,1
843,1,902,18,19,31,1,1,1
844,1,902,18,19,31,1,1,1
845,1,902,18,19,31,1,1,1
846,1,903,20,19,31,1,1,1
876,2,781,1,26,13,1,1,1
877,2,784,1,26,13,1,1,1
878,2,786,1,26,14,1,1,1
879,2,789,1,26,14,1,1,1
880,2,792,1,26,15,1,1,1
881,2,794,1,26,15,1,1,1
882,2,797,1,26,15,1,1,1
883,2,799,0,26,16,1,1,1
884,2,799,0,26,16,1,1,1
885,2,801,0,26,16,1,1,1
886,2,803,0,26,17,1,1,1
887,2,805,0,26,17,1,1,1
888,2,805,0,26,17,1,1,1
889,2,805,0,26,17,1,1,1
890,2,805,0,26,17,1,1,1
891,2,805,0,26,17,1,1,1
892,2,805,0,26,17,1,1,1
893,2,805,0,26,17,1,1,1
894,2,805,0,26,17,1,1,1
895,2,805,0,26,17,1,1,1
896,2,805,0,26,17,1,1,1
897,2,805,0,26,17,1,1,1
898,2,805,0,26,17,1,1,1
899,2,805,0,26,17,1,1,1
900,2,805,0,26,17,1,1,1
901,2,805,0,26,17,1,1,1
902,2,805,0,26,17,1,1,1
903,2,805,0,26,17,1,1,1
904,2,805,0,26,17,1,1,1
905,2,805,0,26,17,1,1,1
906,2,805,0,26,17,1,1,1
907,2,805,0,26,17,1,1,1
908,2,805,0,26,17,1,1,1
909,2,805,0,26,17,1,1,1
910,2,805,0,26,17,1,1,1
911,2,805,0,26,17,1,1,1
912,2,805,0,26,17,1,1,1
913,2,805,0,26,17,1,1,1
914,2,805,0,26,17,1,1,1
915,2,805,0,26,17,1,1,1
916,2,805,0,26,17,1,1,1
917,2,805,0,26,17,1,1,1
918,2,805,0,26,17,1,1,1
919,2,805,0,26,17,1,1,1
920,2,805,0,26,17,1,1,1
921,2,805,0,26,17,1,1,1
922,2,805,0,26,17,1,1,1
923,2,805,0,26,17,1,1,1
924,2,805,0,26,17,1,1,1
925,2,805,0,26,17,1,1,1
926,2,805,0,26,17,1,1,1
927,2,805,0,26,17,1,1,1
928,2,801,0,26,17,1,1,1
1069,2,801,0,19,17,1,1,1
1070,2,797,0,19,17,1,1,1
1071,2,793,0,19,17,1,1,1
1072,2,788,0,19,17,1,1,1
1073,2,784,0,19,17,1,1,1
1074,2,784,0,19,17,1,1,1
1075,2,781,0,19,17,1,1,1
1076,2,779,1,19,17,1,1,1
1077,2,776,1,19,17,1,1,1
1078,2,776,1,19,17,1,1,1
1079,2,776,1,19,17,1,1,1
1080,2,776,0,19,17,1,1,1
1081,2,775,0,19,17,1,1,1
1082,2,775,0,19,17,1,1,1
1083,2,777,0,19,17,1,1,1
1084,2,779,1,19,17,1,1,1
1085,2,781,1,19,17,1,1,1
1086,2,782,1,19,17,1,1,1
1087,2,782,1,19,17,1,1,1
1088,2,782,1,19,17,1,1,1
1089,2,782,1,19,17,1,1,1
1090,2,782,1,19,17,1,1,1
1091,2,782,1,19,17,1,1,1
1092,2,782,1,19,17,1,1,1
