289,1,632,152,75,71,1,1,1
290,1,637,156,75,71,1,1,1
291,1,642,160,75,71,1,1,1
292,1,642,160,75,71,1,1,1
293,1,645,156,75,83,1,1,1
294,1,648,153,75,95,1,1,1
295,1,648,153,75,95,1,1,1
296,1,651,157,75,95,1,1,1
297,1,654,161,75,95,1,1,1
298,1,654,161,75,95,1,1,1
299,1,663,158,75,95,1,1,1
300,1,663,158,75,95,1,1,1
301,1,665,160,75,95,1,1,1
302,1,668,162,75,95,1,1,1
303,1,670,163,75,95,1,1,1
304,1,672,165,75,95,1,1,1
305,1,674,167,75,95,1,1,1
306,1,674,167,75,95,1,1,1
307,1,680,167,75,95,1,1,1
308,1,686,168,75,95,1,1,1
309,1,686,168,75,95,1,1,1
310,1,690,170,75,95,1,1,1
311,1,693,172,75,95,1,1,1
312,1,693,172,75,95,1,1,1
313,1,701,180,75,95,1,1,1
314,1,706,180,75,95,1,1,1
315,1,712,180,75,95,1,1,1
316,1,712,180,75,95,1,1,1
317,1,718,181,75,101,1,1,1
318,1,724,181,75,107,1,1,1
319,1,724,181,75,107,1,1,1
320,1,729,183,75,107,1,1,1
321,1,729,183,75,107,1,1,1
322,1,730,183,75,107,1,1,1
323,1,731,183,75,107,1,1,1
324,1,732,183,75,107,1,1,1
325,1,732,183,75,107,1,1,1
326,1,733,187,84,112,1,1,1
327,1,735,191,92,117,1,1,1
328,1,735,191,92,117,1,1,1
329,1,735,189,92,125,1,1,1
330,1,735,188,92,133,1,1,1
331,1,735,188,92,133,1,1,1
332,1,735,190,92,133,1,1,1
333,1,736,193,92,133,1,1,1
334,1,736,195,92,133,1,1,1
335,1,736,195,92,133,1,1,1
336,1,741,202,92,133,1,1,1
337,1,741,202,92,133,1,1,1
338,1,747,206,92,133,1,1,1
339,1,747,206,92,133,1,1,1
340,1,751,207,92,133,1,1,1
341,1,755,208,92,133,1,1,1
342,1,755,208,92,133,1,1,1
343,1,754,209,101,143,1,1,1
344,1,753,210,110,153,1,1,1
345,1,753,210,110,153,1,1,1
346,1,759,216,110,153,1,1,1
347,1,768,222,110,153,1,1,1
348,1,768,222,110,153,1,1,1
349,1,775,230,110,153,1,1,1
350,1,784,234,110,153,1,1,1
351,1,784,234,110,153,1,1,1
352,1,780,219,131,208,1,1,1
353,1,787,220,131,208,1,1,1
354,1,787,220,131,208,1,1,1
355,1,794,220,131,208,1,1,1
356,1,794,220,131,208,1,1,1
357,1,809,224,131,208,1,1,1
358,1,809,224,131,208,1,1,1
359,1,817,231,131,208,1,1,1
360,1,825,238,131,208,1,1,1
361,1,825,238,131,208,1,1,1
362,1,832,242,131,208,1,1,1
363,1,832,242,131,208,1,1,1
364,1,837,250,131,208,1,1,1
365,1,837,250,131,208,1,1,1
366,1,849,272,131,208,1,1,1
367,1,849,272,131,208,1,1,1
368,1,846,266,143,224,1,1,1
369,1,844,261,154,241,1,1,1
370,1,844,261,154,241,1,1,1
371,1,852,270,154,241,1,1,1
372,1,861,278,154,241,1,1,1
373,1,861,278,154,241,1,1,1
374,1,871,281,154,241,1,1,1
375,1,871,281,154,241,1,1,1
376,1,876,270,165,266,1,1,1
377,1,876,270,165,266,1,1,1
378,1,892,276,165,266,1,1,1
379,1,911,293,165,266,1,1,1
380,1,935,298,165,266,1,1,1
381,1,935,298,165,266,1,1,1
382,1,961,308,179,281,1,1,1
383,1,999,325,179,281,1,1,1
384,1,999,325,179,281,1,1,1
385,1,1043,351,179,281,1,1,1
386,1,1086,377,179,281,1,1,1
387,1,1086,377,179,281,1,1,1
388,1,1133,393,179,281,1,1,1
389,1,1182,414,179,281,1,1,1
390,1,1231,436,179,281,1,1,1
391,1,1231,436,179,281,1,1,1
392,1,1221,381,251,339,1,1,1
393,1,1221,381,251,339,1,1,1
394,1,1268,424,251,339,1,1,1
